MOD_MAKER,MOD_MODEL,MOD_POWER,MOD_QNT,INV_MAKER,INV_POWER,INV_QNT,TOTAL_kWh,inv_total_power,kWp,ISF,CITY_IBGE,monocristalline,p_type,monofacial,TC_Isc,TC_Voc,TC_Pmax,module_efficiency,INV_MODEL,inv_max_efficiency,inv_Euro_efficiency,number_of_MPPTs,number_of_DC_inputs,DC_inputs_over_MPPTs,geocodigo,latitude,longitude,diffuse,direct_normal,global_horizontal,tilted_latitude,final_yield,hours_peak_sun,PR_GHI,CUF,total_number_of_MPPTs,total_number_of_DC_inputs,outliers,final_yield_estimated,Tmax_mean,Tmax_median,Tmax_min,Tmax_max,Tmax_sd,Tmax_var,Tmax_sum,Tmax_skew,Tmax_kurt,Tmin_mean,Tmin_median,Tmin_min,Tmin_max,Tmin_sd,Tmin_var,Tmin_sum,Tmin_skew,Tmin_kurt,prec_mean,prec_median,prec_min,prec_max,prec_sd,prec_var,prec_sum,prec_skew,prec_kurt,RH_mean,RH_median,RH_min,RH_max,RH_sd,RH_var,RH_sum,RH_skew,RH_kurt,WS_mean,WS_median,WS_min,WS_max,WS_sd,WS_var,WS_sum,WS_skew,WS_kurt
SUNOVA,SS-72MDH,550,12,GROWATT,5,1,8837,5,6.6,1.32,Cacoal,TRUE,TRUE,TRUE,0.048,-0.28,-0.35,21.28,MIN-2.5-6-TL-X,98.4,97.5,2,2,1,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1338.939393939394,1687.03,79.36666176294399,20.17579908675799,2,2,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
SUNOVA,SS-72MDH,550,15,GROWATT,10,1,11789.9,10,8.25,0.825,Cacoal,TRUE,TRUE,TRUE,0.048,-0.28,-0.35,21.28,MIN-TL-X,98.1,97.6,3,4,1.33333333333333,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1429.0787878787878,1687.03,84.7097436251156,13.458789954337899,3,4,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
OSDA,ODA-525-550-36V-MH,550,7,GOODWE,5,1,6445.3,5,3.85,0.77,Santa Luzia D'Oeste,TRUE,TRUE,TRUE,0.045,-0.285,-0.35,21.28,GW-BD-NS,97.8,97.5,2,2,1,1100296,-11.907932777777798,-61.77747888888889,2127,3465,4666,4746,1674.1038961038962,1703.09,98.29802864815696,14.715296803652969,2,2,FALSE,1320.3175204586037,33.054237365722656,32.910701751708984,18.8196964263916,39.097415924072266,2.802809715270996,7.855742931365967,12064.796875,-0.5739033222198486,4.423735618591309,21.74135398864746,21.998504638671875,11.060670852661133,25.331125259399414,1.988830804824829,3.9554481506347656,7935.59375,-1.3744341135025024,6.568479537963867,4.39327335357666,1.6411328315734863,0,41.52958679199219,6.650291442871094,44.226375579833984,1603.544677734375,2.5792579650878906,11.162006378173828,75.12889862060547,76.3779525756836,51.968502044677734,91.33858489990234,9.250659942626953,85.57470703125,27422.046875,-0.4145897328853607,2.1299149990081787,0.9565311074256897,0.9448819160461426,0.35433071851730347,2.8346457481384277,0.3158721923828125,0.09977524727582932,349.13385009765625,1.324853777885437,8.310249328613281
SUNOVA,SS-72MDH,550,15,GROWATT,10,1,11114,10,8.25,0.825,Cacoal,TRUE,TRUE,TRUE,0.048,-0.28,-0.35,21.28,MIN-TL-X,98.1,97.6,3,4,1.33333333333333,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1347.1515151515152,1687.03,79.8534415601095,12.687214611872147,3,4,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
DAH,SS-72MDH,550,9,SAJ,4,1,6779.78,4,4.95,1.2375,Colorado do Oeste,TRUE,TRUE,TRUE,0.048,-0.28,-0.35,21.28,R5-S2,98.9,97.5,2,2,1,1100064,-13.129307106881699,-60.550155242028296,2116,3565,4684,4781,1369.6525252525253,1709.66,80.11256771829049,19.34868721461187,2,2,FALSE,1325.410901377647,32.11480712890625,32.08182144165039,16.888484954833984,38.242897033691406,2.704080581665039,7.312051296234131,11721.904296875,-0.7613773345947266,5.425337791442871,20.983734130859375,21.16107749938965,9.0781888961792,25.41657829284668,2.0868308544158936,4.354862689971924,7659.0634765625,-1.67902672290802,8.62381362915039,4.857140064239502,1.496932864189148,0,87.3439712524414,8.911462783813477,79.41416931152344,1772.8560791015625,4.306299209594727,30.573333740234375,73.50447845458984,74.80314636230469,50.393699645996094,91.33858489990234,10.31137466430664,106.32444763183594,26829.134765625,-0.3210855722427368,1.906114935874939,1.0697875022888184,1.0629920959472656,0.29527559876441956,2.539370059967041,0.3850565552711487,0.14826855063438416,390.4724426269531,0.5370091795921326,3.5133168697357178
RISEN,RSM110-8-M,550,19,GROWATT,10,1,13847,10,10.45,1.045,Cacoal,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21,MIN-TL-X,98.1,97.6,3,4,1.33333333333333,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1325.0717703349283,1687.03,78.54464771432211,15.807077625570775,3,4,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
RISEN,RSM110-8-M,550,8,GROWATT,6,1,6181.6,6,4.4,0.733333333333333,Cacoal,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21,MIN-2.5-6-TL-X,98.4,97.5,2,2,1,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1404.909090909091,1687.03,83.27706625899309,11.76103500761035,2,2,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
RISEN,RSM110-8-M,550,27,GROWATT,8,2,19738,16,14.85,0.928125,São Miguel do Guaporé,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21,MIN-TL-X,98.1,97.3,2,3,1.5,1100320,-11.697015026635432,-62.717714034138154,2112,3393,4611,4684,1329.1582491582492,1683.015,78.97483083384576,14.082477168949772,4,6,FALSE,1304.7544120948612,33.34233856201172,33.149967193603516,19.366588592529297,38.926509857177734,2.659182071685791,7.071249485015869,12169.9541015625,-0.5911766886711121,4.504109859466553,22.226930618286133,22.528305053710938,11.855372428894043,25.41657829284668,1.8624658584594727,3.4687790870666504,8112.82958984375,-1.6415855884552002,7.340482711791992,4.838891506195068,2.162999391555786,0,56.691184997558594,7.24722957611084,52.522335052490234,1766.1954345703125,2.617154598236084,12.771377563476562,76.38658142089844,77.16535186767578,52.362205505371094,91.73228454589844,9.40617561340332,88.47615051269531,27881.1015625,-0.43286824226379395,2.119539976119995,0.8885772824287415,0.8858267664909363,0.35433071851730347,2.7165353298187256,0.25223055481910706,0.06362024694681168,324.3307189941406,1.5651763677597046,11.856656074523926
RISEN,RSM110-8-M,550,18,GROWATT,8,1,13613,8,9.9,1.2375,Cacoal,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21,MIN-TL-X,98.1,97.3,2,3,1.5,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1375.050505050505,1687.03,81.50717563116868,19.42494292237443,2,3,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
RISEN,RSM110-8-M,550,18,GROWATT,8,2,13611.1,16,9.9,0.61875,Cacoal,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21,MIN-TL-X,98.1,97.3,2,3,1.5,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1374.858585858586,1687.03,81.49579947354736,9.711115867579908,4,6,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
OSDA,ODA-525-550-36V-MH,550,16,GOODWE,10,1,12564.4,10,8.8,0.88,São Francisco do Guaporé,TRUE,TRUE,TRUE,0.045,-0.285,-0.35,21.28,GW-MS,97.7,97.3,3,3,1,1101492,-12.0658433333333,-63.5691766666666,2114,3362,4582,4655,1427.772727272727,1672.43,85.37115019897557,14.342922374429223,3,3,FALSE,1296.5484095030695,33.341121673583984,33.25251007080078,19.298227310180664,38.41379928588867,2.521050453186035,6.3556952476501465,12169.509765625,-0.660262942314148,5.0297980308532715,22.299856185913086,22.665029525756836,11.761375427246094,25.365306854248047,1.8039273023605347,3.2541539669036865,8139.44775390625,-1.8601765632629395,8.24541187286377,3.9996156692504883,1.0505996942520142,0,36.722923278808594,6.208956718444824,38.551143646240234,1459.8597412109375,2.2377662658691406,8.682051658630371,76.8741226196289,77.559051513671875,55.90550994873047,92.91338348388672,8.98568344116211,80.74250030517578,28059.0546875,-0.26045823097229004,1.8850961923599243,0.9575018882751465,0.9448819160461426,0.29527559876441956,2.5984251499176025,0.2629268765449524,0.069130539894104,349.4881896972656,1.1617333889007568,7.63339376449585
RISEN,RSM110-8-M,550,9,GROWATT,6,1,5606,6,4.95,0.825,Cacoal,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21,MIN-2.5-6-TL-X,98.4,97.5,2,2,1,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1132.5252525252524,1687.03,67.13130486863022,10.665905631659056,2,2,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
SUNOVA,SS-72MDH,550,11,SOFAR,7.5,1,8088.3,7.5,6.05,0.806666666666667,Rolim de Moura,TRUE,TRUE,TRUE,0.048,-0.28,-0.35,21.28,7.5KTLM-G3-BR,97.6,97,2,2,1,1100288,-11.722258913380701,-61.78578093518539,2140,3392,4634,4710,1336.909090909091,1691.41,79.04110126516285,12.31095890410959,2,2,FALSE,1311.2626210469718,33.386375427246094,33.25251007080078,19.26404571533203,39.61012649536133,2.84541654586792,8.096395492553711,12186.02734375,-0.5260751843452454,4.258552074432373,22.096317291259766,22.32322120666504,11.44520378112793,25.792566299438477,1.9760069847106934,3.9046034812927246,8065.15576171875,-1.3589996099472046,6.663136005401611,4.3303632736206055,1.4007996320724487,0,40.89785385131836,6.684950828552246,44.688568115234375,1580.5826416015625,2.526022434234619,10.957775115966797,75.705963134765625,76.3779525756836,52.362205505371094,91.73228454589844,9.657903671264648,93.27510833740234,27632.677734375,-0.3703235685825348,2.0272791385650635,0.949250340461731,0.9448819160461426,0.35433071851730347,2.8346457481384277,0.3193894326686859,0.1020096018910408,346.47637939453125,1.2862876653671265,8.110570907592773
TW,TW-MBCP-132-D,655,112,SAJ,60,1,96306,60,73.36,1.22266666666667,Colorado do Oeste,TRUE,TRUE,FALSE,0.05,-0.28,-0.35,21.1,C6-T9-LV,98.8,98.5,9,18,2,1100064,-13.129307106881699,-60.550155242028296,2116,3565,4684,4781,1312.7862595419847,1709.66,76.78639375910909,18.323059360730593,9,18,FALSE,1325.410901377647,32.11480712890625,32.08182144165039,16.888484954833984,38.242897033691406,2.704080581665039,7.312051296234131,11721.904296875,-0.7613773345947266,5.425337791442871,20.983734130859375,21.16107749938965,9.0781888961792,25.41657829284668,2.0868308544158936,4.354862689971924,7659.0634765625,-1.67902672290802,8.62381362915039,4.857140064239502,1.496932864189148,0,87.3439712524414,8.911462783813477,79.41416931152344,1772.8560791015625,4.306299209594727,30.573333740234375,73.50447845458984,74.80314636230469,50.393699645996094,91.33858489990234,10.31137466430664,106.32444763183594,26829.134765625,-0.3210855722427368,1.906114935874939,1.0697875022888184,1.0629920959472656,0.29527559876441956,2.539370059967041,0.3850565552711487,0.14826855063438416,390.4724426269531,0.5370091795921326,3.5133168697357178
OSDA,ODA575-36V-MH,575,52,GROWATT,25,1,38648,25,29.9,1.196,Santa Luzia D'Oeste,TRUE,FALSE,TRUE,0.046,-0.25,-0.3,22.26,MAC-TL3-XL,98.8,98.2,3,12,4,1100296,-11.907932777777798,-61.77747888888889,2127,3465,4666,4746,1292.5752508361204,1703.09,75.89588634987702,17.647488584474885,3,12,FALSE,1320.3175204586037,33.054237365722656,32.910701751708984,18.8196964263916,39.097415924072266,2.802809715270996,7.855742931365967,12064.796875,-0.5739033222198486,4.423735618591309,21.74135398864746,21.998504638671875,11.060670852661133,25.331125259399414,1.988830804824829,3.9554481506347656,7935.59375,-1.3744341135025024,6.568479537963867,4.39327335357666,1.6411328315734863,0,41.52958679199219,6.650291442871094,44.226375579833984,1603.544677734375,2.5792579650878906,11.162006378173828,75.12889862060547,76.3779525756836,51.968502044677734,91.33858489990234,9.250659942626953,85.57470703125,27422.046875,-0.4145897328853607,2.1299149990081787,0.9565311074256897,0.9448819160461426,0.35433071851730347,2.8346457481384277,0.3158721923828125,0.09977524727582932,349.13385009765625,1.324853777885437,8.310249328613281
SUNOVA,SS-72MDH,550,15,GROWATT,8,1,9779.5,8,8.25,1.03125,Cacoal,TRUE,TRUE,TRUE,0.048,-0.28,-0.35,21.28,MIN-TL-X,98.1,97.3,2,3,1.5,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1185.3939393939395,1687.03,70.26513692073878,13.954765981735159,2,3,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
DAH,DHM72X10,550,8,SAJ,3,1,5930.76,3,4.4,1.46666666666667,Cerejeiras,TRUE,TRUE,TRUE,0.05,-0.31,-0.35,21.28,R5-S1,97.8,97.2,1,1,1,1100056,-13.1944161111111,-60.818653333333295,2081,3744,4767,4861,1347.8999999999999,1739.955,77.46752071174254,22.5675799086758,1,1,FALSE,1348.8970467265674,33.0052375793457,32.910701751708984,17.65755271911621,39.029052734375,2.725074291229248,7.42603063583374,12046.912109375,-0.7978705763816833,5.6283040046691895,21.78091812133789,22.083955764770508,9.88143539428711,26.168554306030273,2.107283115386963,4.4406418800354,7950.03515625,-1.6912381649017334,8.405006408691406,4.650650978088379,1.6342661380767822,0,83.38877868652344,8.180216789245605,66.91594696044922,1697.487548828125,4.23270845413208,31.323326110839844,73.47534942626953,74.80314636230469,50.393699645996094,91.33858489990234,10.290268898010254,105.8896255493164,26818.50390625,-0.31982073187828064,1.9031062126159668,1.0686548948287964,1.0629920959472656,0.29527559876441956,2.657480239868164,0.38369154930114746,0.1472191959619522,390.0590515136719,0.5941879749298096,3.8087639808654785
SUNOVA,SS-555-72MDH,555,14,SAJ,6,1,10006.16,6,7.77,1.295,Chupinguaia,TRUE,TRUE,TRUE,0.048,-0.27,-0.35,21.5,R5-3-6K-S2,98.2,97.6,2,2,1,1100924,-12.553256666666599,-60.9026416666666,2105,3605,4726,4814,1287.7940797940798,1724.99,74.65516204697302,19.03759512937595,2,2,FALSE,1337.2954568554137,32.848567962646484,32.77397918701172,17.87972640991211,38.892330169677734,2.6934938430786133,7.254908561706543,11989.7275390625,-0.6998723149299622,5.124523639678955,21.74079132080078,21.89596176147461,10.163426399230957,25.382396697998047,2.0018703937530518,4.007485389709473,7935.388671875,-1.6452370882034302,8.51667594909668,4.580930709838867,1.6823328733444214,0,52.48878479003906,6.997643947601318,48.96702194213867,1672.0396728515625,2.6284801959991455,12.939122200012207,73.974761962890625,75.5905532836914,49.606300354003906,91.33858489990234,10.248818397521973,105.03827667236328,27000.787109375,-0.4778600335121155,2.1859638690948486,1.0016719102859497,1.003937005996704,0.29527559876441956,2.4803149700164795,0.33091750741004944,0.10950639843940735,365.6102294921875,0.6514187455177307,4.7844672203063965
RISEN,RSM120-8-M,605,9,SOFAR,6,1,6339.96,6,5.445,0.9075,Ji-Paraná,TRUE,TRUE,TRUE,0.04,-0.25,-0.34,21.4,6KTLM-G3,98.4,97.5,2,2,1,1100122,-10.882051318349,-61.9450945826841,2145,3295,4606,4668,1164.3636363636363,1681.19,69.25830134390736,12.062328767123287,2,2,FALSE,1303.3395840617936,33.59246826171875,33.45759582519531,19.810937881469727,39.50758361816406,2.7660560607910156,7.651066303253174,12261.2509765625,-0.5216183662414551,4.068358421325684,22.517841339111328,22.76757049560547,12.325357437133789,25.741294860839844,1.849717378616333,3.421454429626465,8219.01171875,-1.5339421033859253,7.197273254394531,4.627811908721924,1.8814661502838135,0,43.80931854248047,6.74141788482666,45.44671630859375,1689.1513671875,2.249336004257202,9.146492004394531,76.528961181640625,77.16535186767578,54.33070755004883,91.73228454589844,9.313651084899902,86.74409484863281,27933.0703125,-0.3270544409751892,2.0028064250946045,0.8036350011825562,0.8267716765403748,0.35433071851730347,2.421259880065918,0.2335071563720703,0.05452559143304825,293.3267822265625,1.6163434982299805,12.21013069152832
HONOR,HY-M10-144H,555,14,SAJ,6,1,10530,6,7.77,1.295,Cacoal,TRUE,FALSE,TRUE,0.048,-0.27,-0.35,21.5,R5-3-6K-S2,98.2,97.6,2,2,1,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1355.2123552123553,1687.03,80.33125405074927,20.034246575342465,2,2,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
SUNOVA,SS-555-72MDH,555,7,SAJ,3,1,4839.79,3,3.885,1.295,Vilhena,TRUE,TRUE,TRUE,0.048,-0.27,-0.35,21.5,R5-S1,97.8,97.2,1,1,1,1100304,-12.7413734718029,-60.1385838660987,2171,3407,4635,4729,1245.7631917631918,1691.775,73.63645826207336,18.41624809741248,1,1,FALSE,1311.5455866535851,31.293603897094727,31.346935272216797,15.939970016479492,37.93526840209961,2.7277772426605225,7.440769195556641,11422.1650390625,-0.7633541226387024,5.458054542541504,20.684688568115234,20.631275177001953,8.039948463439941,25.02349853515625,2.112229108810425,4.461512088775635,7549.9111328125,-1.5910547971725464,9.605915069580078,4.823201656341553,1.723532795906067,0,76.24744415283203,8.1736297607421875,66.80821990966797,1760.4686279296875,3.7048556804656982,24.05583953857422,73.81080627441406,76.3779525756836,47.637794494628906,91.73228454589844,10.84500789642334,117.61419677734375,26940.9453125,-0.5015960931777954,2.2181155681610107,1.01768958568573,1.003937005996704,0.29527559876441956,2.4803149700164795,0.3225862681865692,0.10406189411878586,371.4566955566406,0.733066737651825,4.815115928649902
HONOR,HY-M10-144H,555,11,SAJ,6,1,7015.59,6,6.105,1.0175,Cacoal,TRUE,FALSE,TRUE,0.048,-0.27,-0.35,21.5,R5-3-6K-S2,98.2,97.6,2,2,1,1100049,-11.4338650286851,-61.4429442118224,2134,3374,4622,4697,1149.1547911547912,1687.03,68.11703355333285,13.347773972602738,2,2,FALSE,1307.8670337676097,33.60478210449219,33.49177551269531,19.69130516052246,40.15701675415039,2.9646542072296143,8.789175033569336,12265.74609375,-0.42270010709762573,3.808727502822876,22.363067626953125,22.511215209960938,11.77846622467041,26.271095275878906,1.9915586709976196,3.966305732727051,8162.51953125,-1.2525891065597534,6.418252944946289,4.467038154602051,1.270332932472229,0,40.54078674316406,6.65342903137207,44.26811981201172,1630.4688720703125,2.2101423740386963,8.760677337646484,75.99395751953125,76.77165222167969,52.362205505371094,91.73228454589844,9.807430267333984,96.1856918334961,27737.794921875,-0.34299129247665405,2.006253719329834,0.9131700992584229,0.8858267664909363,0.35433071851730347,2.8346457481384277,0.33073344826698303,0.10938460379838943,333.3070983886719,1.2250787019729614,7.382097244262695
HONOR,HY-M10-144H,555,11,GROWATT,8,1,8207,8,6.105,0.763125,Santa Luzia D'Oeste,TRUE,FALSE,TRUE,0.048,-0.27,-0.35,21.5,MIN-TL-X,98.1,97.3,2,3,1.5,1100296,-11.907932777777798,-61.77747888888889,2127,3465,4666,4746,1344.3079443079441,1703.09,78.93346472047537,11.710901826484019,2,3,FALSE,1320.3175204586037,33.054237365722656,32.910701751708984,18.8196964263916,39.097415924072266,2.802809715270996,7.855742931365967,12064.796875,-0.5739033222198486,4.423735618591309,21.74135398864746,21.998504638671875,11.060670852661133,25.331125259399414,1.988830804824829,3.9554481506347656,7935.59375,-1.3744341135025024,6.568479537963867,4.39327335357666,1.6411328315734863,0,41.52958679199219,6.650291442871094,44.226375579833984,1603.544677734375,2.5792579650878906,11.162006378173828,75.12889862060547,76.3779525756836,51.968502044677734,91.33858489990234,9.250659942626953,85.57470703125,27422.046875,-0.4145897328853607,2.1299149990081787,0.9565311074256897,0.9448819160461426,0.35433071851730347,2.8346457481384277,0.3158721923828125,0.09977524727582932,349.13385009765625,1.324853777885437,8.310249328613281
