"";"PR_GHI";"PR_GHI_pdf_percentage_above"
"642";46,41;99,9977972484096
"643";46,42;99,9977972484096
"644";46,43;99,9977972484096
"645";46,44;99,9977972484096
"646";46,45;99,9977972484096
"647";46,46;99,9977972484096
"648";46,47;99,9977972484096
"649";46,48;99,9977972484096
"650";46,49;99,9977972484096
"651";46,5;99,9977972484096
"652";46,51;99,9977972484096
"653";46,52;99,9977972484096
"654";46,53;99,9977972484096
"655";46,54;99,9977972484096
"656";46,55;99,9977972484096
"657";46,56;99,9977972484096
"658";46,57;99,9977972484096
"659";46,58;99,9977972484096
"660";46,59;99,9977972484096
"661";46,6;99,9977972484096
"662";46,61;99,9977972484096
"663";46,62;99,9977972484096
"664";46,63;99,9977972484096
"665";46,64;99,9977972484096
"666";46,65;99,9977972484096
"667";46,66;99,9977972484096
"668";46,67;99,9977972484096
"669";46,68;99,9977972484096
"670";46,69;99,9977972484096
"671";46,7;99,9977972484096
"672";46,71;99,9977972484096
"673";46,72;99,9977972484096
"674";46,73;99,9977972484096
"675";46,74;99,9977972484096
"676";46,75;99,9977972484096
"677";46,76;99,9977972484096
"678";46,77;99,9977972484096
"679";46,78;99,9977972484096
"680";46,79;99,9977972484096
"681";46,8;99,9977972484096
"682";46,81;99,9977972484096
"683";46,82;99,9977972484096
"684";46,83;99,9977972484096
"685";46,84;99,9977972484096
"686";46,85;99,9977972484096
"687";46,86;99,9977972484096
"688";46,87;99,9977972484096
"689";46,88;99,9977972484096
"690";46,89;99,9977972484096
"691";46,9;99,9977972484096
"692";46,91;99,9977972484096
"693";46,92;99,9977972484096
"694";46,93;99,9977972484096
"695";46,94;99,9977972484096
"696";46,95;99,9977972484096
"697";46,96;99,9977972484096
"698";46,97;99,9977972484096
"699";46,98;99,9977972484096
"700";46,99;99,9977972484096
"701";47;99,9977972484096
"702";47,01;99,9977972484096
"703";47,02;99,9977972484096
"704";47,03;99,9977972484096
"705";47,04;99,9977972484096
"706";47,05;99,9977972484096
"707";47,06;99,9977972484096
"708";47,07;99,9977972484096
"709";47,08;99,9977972484096
"710";47,09;99,9977972484096
"711";47,1;99,9977972484096
"712";47,11;99,9977972484096
"713";47,12;99,9977972484096
"714";47,13;99,9977972484096
"715";47,14;99,9977972484096
"716";47,15;99,9977972484096
"717";47,16;99,9977972484096
"718";47,17;99,9977972484096
"719";47,18;99,9977972484096
"720";47,19;99,9977972484096
"721";47,2;99,9977972484096
"722";47,21;99,9977972484096
"723";47,22;99,9977972484096
"724";47,23;99,9977972484096
"725";47,24;99,9977972484096
"726";47,25;99,9977972484096
"727";47,26;99,9977972484096
"728";47,27;99,9977972484096
"729";47,28;99,9977972484096
"730";47,29;99,9977972484096
"731";47,3;99,9977972484096
"732";47,31;99,9977972484096
"733";47,32;99,9977972484096
"734";47,33;99,9977972484096
"735";47,34;99,9977972484096
"736";47,35;99,9977972484096
"737";47,36;99,9977972484096
"738";47,37;99,9977972484096
"739";47,38;99,9977972484096
"740";47,39;99,9977972484096
"741";47,4;99,9977972484096
"742";47,41;99,9977972484096
"743";47,42;99,9977972484096
"744";47,43;99,9977972484096
"745";47,44;99,9977972484096
"746";47,45;99,9977972484096
"747";47,46;99,9977972484096
"748";47,47;99,9977972484096
"749";47,48;99,9977972484096
"750";47,49;99,9977972484096
"751";47,5;99,9975727571395
"752";47,51;99,9975727571395
"753";47,52;99,9975727571395
"754";47,53;99,9975727571395
"755";47,54;99,9975727571395
"756";47,55;99,9975727571395
"757";47,56;99,9975727571395
"758";47,57;99,9975727571395
"759";47,58;99,9975727571395
"760";47,59;99,9975727571395
"761";47,6;99,9975727571395
"762";47,61;99,9975727571395
"763";47,62;99,9973125246347
"764";47,63;99,9973125246347
"765";47,64;99,9973125246347
"766";47,65;99,9973125246347
"767";47,66;99,9973125246347
"768";47,67;99,9973125246347
"769";47,68;99,9973125246347
"770";47,69;99,9973125246347
"771";47,7;99,9973125246347
"772";47,71;99,9973125246347
"773";47,72;99,9973125246347
"774";47,73;99,997011319557
"775";47,74;99,997011319557
"776";47,75;99,997011319557
"777";47,76;99,997011319557
"778";47,77;99,997011319557
"779";47,78;99,997011319557
"780";47,79;99,997011319557
"781";47,8;99,997011319557
"782";47,81;99,997011319557
"783";47,82;99,997011319557
"784";47,83;99,997011319557
"785";47,84;99,9966627395711
"786";47,85;99,9966627395711
"787";47,86;99,9966627395711
"788";47,87;99,9966627395711
"789";47,88;99,9966627395711
"790";47,89;99,9966627395711
"791";47,9;99,9966627395711
"792";47,91;99,9966627395711
"793";47,92;99,9966627395711
"794";47,93;99,9966627395711
"795";47,94;99,9966627395711
"796";47,95;99,9966627395711
"797";47,96;99,996260409608
"798";47,97;99,996260409608
"799";47,98;99,996260409608
"800";47,99;99,996260409608
"801";48;99,996260409608
"802";48,01;99,996260409608
"803";48,02;99,996260409608
"804";48,03;99,996260409608
"805";48,04;99,996260409608
"806";48,05;99,996260409608
"807";48,06;99,996260409608
"808";48,07;99,9957979211287
"809";48,08;99,9957979211287
"810";48,09;99,9957979211287
"811";48,1;99,9957979211287
"812";48,11;99,9957979211287
"813";48,12;99,9957979211287
"814";48,13;99,9957979211287
"815";48,14;99,9957979211287
"816";48,15;99,9957979211287
"817";48,16;99,9957979211287
"818";48,17;99,9957979211287
"819";48,18;99,99526729781
"820";48,19;99,99526729781
"821";48,2;99,99526729781
"822";48,21;99,99526729781
"823";48,22;99,99526729781
"824";48,23;99,99526729781
"825";48,24;99,99526729781
"826";48,25;99,99526729781
"827";48,26;99,99526729781
"828";48,27;99,99526729781
"829";48,28;99,99526729781
"830";48,29;99,9946587211086
"831";48,3;99,9946587211086
"832";48,31;99,9946587211086
"833";48,32;99,9946587211086
"834";48,33;99,9946587211086
"835";48,34;99,9946587211086
"836";48,35;99,9946587211086
"837";48,36;99,9946587211086
"838";48,37;99,9946587211086
"839";48,38;99,9946587211086
"840";48,39;99,9946587211086
"841";48,4;99,9946587211086
"842";48,41;99,9939623645316
"843";48,42;99,9939623645316
"844";48,43;99,9939623645316
"845";48,44;99,9939623645316
"846";48,45;99,9939623645316
"847";48,46;99,9939623645316
"848";48,47;99,9939623645316
"849";48,48;99,9939623645316
"850";48,49;99,9939623645316
"851";48,5;99,9939623645316
"852";48,51;99,9939623645316
"853";48,52;99,9931685857519
"854";48,53;99,9931685857519
"855";48,54;99,9931685857519
"856";48,55;99,9931685857519
"857";48,56;99,9931685857519
"858";48,57;99,9931685857519
"859";48,58;99,9931685857519
"860";48,59;99,9931685857519
"861";48,6;99,9931685857519
"862";48,61;99,9931685857519
"863";48,62;99,9931685857519
"864";48,63;99,9922657573097
"865";48,64;99,9922657573097
"866";48,65;99,9922657573097
"867";48,66;99,9922657573097
"868";48,67;99,9922657573097
"869";48,68;99,9922657573097
"870";48,69;99,9922657573097
"871";48,7;99,9922657573097
"872";48,71;99,9922657573097
"873";48,72;99,9922657573097
"874";48,73;99,9922657573097
"875";48,74;99,9922657573097
"876";48,75;99,9912394872789
"877";48,76;99,9912394872789
"878";48,77;99,9912394872789
"879";48,78;99,9912394872789
"880";48,79;99,9912394872789
"881";48,8;99,9912394872789
"882";48,81;99,9912394872789
"883";48,82;99,9912394872789
"884";48,83;99,9912394872789
"885";48,84;99,9912394872789
"886";48,85;99,9912394872789
"887";48,86;99,9900753089731
"888";48,87;99,9900753089731
"889";48,88;99,9900753089731
"890";48,89;99,9900753089731
"891";48,9;99,9900753089731
"892";48,91;99,9900753089731
"893";48,92;99,9900753089731
"894";48,93;99,9900753089731
"895";48,94;99,9900753089731
"896";48,95;99,9900753089731
"897";48,96;99,9900753089731
"898";48,97;99,9887593773246
"899";48,98;99,9887593773246
"900";48,99;99,9887593773246
"901";49;99,9887593773246
"902";49,01;99,9887593773246
"903";49,02;99,9887593773246
"904";49,03;99,9887593773246
"905";49,04;99,9887593773246
"906";49,05;99,9887593773246
"907";49,06;99,9887593773246
"908";49,07;99,9887593773246
"909";49,08;99,9887593773246
"910";49,09;99,9872755133256
"911";49,1;99,9872755133256
"912";49,11;99,9872755133256
"913";49,12;99,9872755133256
"914";49,13;99,9872755133256
"915";49,14;99,9872755133256
"916";49,15;99,9872755133256
"917";49,16;99,9872755133256
"918";49,17;99,9872755133256
"919";49,18;99,9872755133256
"920";49,19;99,9872755133256
"921";49,2;99,9856035888818
"922";49,21;99,9856035888818
"923";49,22;99,9856035888818
"924";49,23;99,9856035888818
"925";49,24;99,9856035888818
"926";49,25;99,9856035888818
"927";49,26;99,9856035888818
